label,clients,repeat,rate,principal,constrained,completed,failed,qps,p50_ms,p95_ms,p99_ms,short_p99_ms,peak_rss,peak_container_sampled,container_lifetime_peak,cpu_seconds,spill_bytes,spill_active_after
confirm-4-groups-normal,32,0,0.0,user,False,128,0,32.36948901756111,659.1210920596495,3806.116787949577,3928.553087054752,385.3937890380621,4150267904,4145938432,4166385664,23.010079,0.0,0.0
confirm-4-groups-tight,1,0,0.0,user,True,128,0,19.09814216822043,38.91951800324023,107.82024101354182,109.37064804602414,6.674489006400108,232984576,214147072,215080960,21.579954,0.0,0.0
confirm-4-groups-tight,4,0,0.0,user,True,128,0,28.741741966010263,93.11379608698189,262.47380196582526,283.84257305879146,18.709461903199553,468631552,453509120,458756096,23.454484,0.0,0.0
confirm-4-groups-tight,8,0,0.0,user,True,128,0,30.437899989309397,211.96232095826417,505.5186589015648,562.361437943764,31.39558294788003,645091328,630112256,643760128,23.57712,0.0,0.0
confirm-4-groups-tight,16,0,0.0,user,True,128,0,30.910108454847464,504.9489629454911,1178.1155780190602,1219.0457349643111,74.86556598450989,1014394880,1000792064,1001840640,23.741943,0.0,0.0
confirm-4-groups-tight,32,0,0.0,user,True,128,0,30.918648475771384,666.6694820160046,3703.3773589646444,4107.032765983604,232.6669089961797,1594023936,1582473216,1637048320,23.836095,0.0,0.0
key-baseline,1,0,0.0,api-key,False,128,0,20.707974555504254,40.49412894528359,98.86907204054296,100.11287091765553,6.370197981595993,385089536,365748224,366796800,23.299782,0.0,0.0
key-baseline,8,0,0.0,api-key,False,128,0,31.74702025749027,276.81540802586824,467.2090280801058,512.0778960408643,34.974019043147564,1349345280,1332490240,1332498432,22.904414,0.0,0.0
key-baseline,32,0,0.0,api-key,False,87,41,31.49826794452389,520.2716289786622,2659.1219189576805,2713.754983036779,209.39708990044892,3834130432,3825618944,3841200128,16.012024,0.0,0.0
key-fixed8,1,0,0.0,api-key,False,128,0,20.787944892418196,38.490960956551135,98.38187496643513,100.53286200854927,6.424310966394842,385708032,365441024,367104000,23.21181,0.0,0.0
key-fixed8,8,0,0.0,api-key,False,128,0,31.51648249279179,274.5417580008507,461.9190050289035,525.7640779018402,29.25120305735618,1300193280,1283579904,1427169280,23.088577,0.0,0.0
key-fixed8,32,0,0.0,api-key,False,119,9,30.62047511625844,717.3907349351794,1568.5788709670305,2005.8422590373084,1748.2806079788134,1481723904,1467875328,1525112832,22.291691,0.0,0.0
key-groups-reserve8,1,0,0.0,api-key,False,128,0,20.891134652035134,38.40612107887864,97.087218076922,98.79248403012753,6.717948941513896,389758976,370315264,371625984,22.788718,0.0,0.0
key-groups-reserve8,8,0,0.0,api-key,False,128,0,32.0153565258789,268.49941397085786,475.7424540584907,567.335139028728,30.09194601327181,1292881920,1276948480,1355091968,22.852275,0.0,0.0
key-groups-reserve8,32,0,0.0,api-key,False,124,4,31.803751606259862,781.5770489396527,1778.818917926401,2114.142392994836,1650.1257619820535,1628766208,1617256448,1638002688,22.507873,0.0,0.0
key-reserve8,1,0,0.0,api-key,False,128,0,21.025198149606194,37.19129995442927,97.09088096860796,99.4057240895927,8.162376005202532,389488640,369577984,369577984,22.936067,0.0,0.0
key-reserve8,8,0,0.0,api-key,False,128,0,31.936689449805915,267.0280459569767,493.1999109685421,609.4636719208211,38.02672401070595,1381117952,1366806528,1480499200,22.969153,0.0,0.0
key-reserve8,32,0,0.0,api-key,False,120,8,31.68377309864685,675.2753219334409,1659.301016945392,1953.8020229665563,1360.129545093514,1386700800,1373188096,1480499200,21.696338,0.0,0.0
screen-baseline,1,0,0.0,user,False,128,0,20.407203820786595,38.9052729588002,99.29398796521127,102.64084103982896,6.982564926147461,392900608,374591488,376668160,23.351631,0.0,0.0
screen-baseline,8,0,0.0,user,False,128,0,31.717848801326475,268.57940305490047,490.6344610499218,631.0639559524134,25.83548706024885,1385537536,1372508160,1388994560,22.918513,0.0,0.0
screen-baseline,32,0,0.0,user,False,98,30,29.81172755804807,598.8574340008199,3167.1358780004084,3242.640872951597,175.04352296236902,3915628544,3910037504,3933126656,19.059956,0.0,0.0
screen-cap32,1,0,0.0,user,False,128,0,15.041274059366051,50.26887101121247,149.06489208806306,150.54275293368846,6.710843998007476,366510080,348516352,350138368,22.910704,0.0,0.0
screen-cap32,8,0,0.0,user,False,128,0,32.71127457598116,269.1347219515592,476.47668002173305,519.7437179740518,28.456065920181572,1279610880,1266802688,1344659456,22.582552,0.0,0.0
screen-cap32,32,0,0.0,user,False,80,48,32.41257496127015,577.5450529763475,2412.4492480186746,2444.41034598276,173.87711396440864,3769933824,3763568640,3763625984,14.380719,0.0,0.0
screen-demand512,1,0,0.0,user,False,128,0,20.584632781721123,37.976377992890775,99.6753660729155,101.11302102450281,6.5968300914391875,381669376,363413504,364462080,23.307319,0.0,0.0
screen-demand512,8,0,0.0,user,False,128,0,31.63294988150801,272.57304498925805,439.46408201009035,502.77741090394557,39.43901602178812,1418944512,1406177280,1470926848,23.104692,0.0,0.0
screen-demand512,32,0,0.0,user,False,126,2,31.913003532027766,796.598840970546,1903.5405199974775,2425.816628965549,1378.376797074452,2127491072,2117455872,2117980160,22.850278,0.0,0.0
screen-fair,1,0,0.0,user,False,128,0,20.652655482614353,38.2737050531432,100.06815998349339,101.62517009302974,6.71232002787292,381095936,361164800,363786240,23.268978,0.0,0.0
